Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.211442947387695,23.323937535491698,22.94145479158106,22.963954281380378,38409100
2010-01-05,23.21894073486328,23.323936920712956,22.978951905114762,23.13644546866614,49749600
2010-01-06,23.076448440551758,23.308937442371484,22.888956987047983,23.158943707389955,58182400
2010-01-07,22.836456298828125,23.023947725155296,22.641465043794337,22.971448924208996,50559700
2010-01-08,22.99394989013672,23.15894184096234,22.67896421641788,22.708963533174988,51197400
2010-01-11,22.701467514038086,23.068950623311448,22.58897291821096,23.031451471071477,68754700
2010-01-12,22.551475524902344,22.798964227203783,22.4314810892681,22.611472742719464,65912100
2010-01-13,22.761459350585938,22.888953577193053,22.506470897371706,22.693962322944166,51863500
2010-01-14,23.21894073486328,23.323936920712956,22.693965527399957,22.731463245630817,63228100
2010-01-15,23.14394187927246,23.428928214885314,23.031445880306762,23.308933817738215,79913200
2010-01-19,23.323932647705078,23.42892738387317,23.008947008754806,23.06144437683885,46575700
2010-01-20,22.941457748413086,23.203946108117684,22.73146677456011,23.106449736867685,54849500
2010-01-21,22.506473541259766,23.038948565822533,22.49897371170232,22.956453301583057,73086700
2010-01-22,21.71900749206543,22.64896628337057,21.629012402872128,22.49897256078686,102004600
2010-01-25,21.988998413085938,22.243986915593457,21.82400644164721,21.92900120252219,63373000
2010-01-26,22.123992919921875,22.386481257603442,21.816507031063754,21.89900373359274,66639900
2010-01-27,22.251483917236328,22.36397849393789,21.764006464565462,22.011495105487356,63949500
2010-01-28,21.86899757385254,22.40147391297538,21.666506511209516,22.37897442919974,117513700
2010-01-29,21.1340389251709,22.438979396936812,20.74405632061196,22.423979735889223,193888500
2010-02-01,21.306529998779297,21.359027380183313,20.93904689850483,21.29153033825062,85931100
2010-02-02,21.344024658203125,21.374023974957574,21.10403584595218,21.276529056397933,54413700
2010-02-03,21.471525192260742,21.591521064033557,21.089043804562454,21.194038583111272,61397900
2010-02-04,20.879051208496094,21.374028598445427,20.85655171606332,21.284032059160793,77850000
2010-02-05,21.01404571533203,21.20903702891018,20.67656047443783,20.99904605341529,80960100
2010-02-08,20.789051055908203,21.05903919638955,20.676556474189713,21.006541820284,52820600
2010-02-09,21.00653839111328,21.254027002671656,20.811547147090625,20.97653907798088,59195800
2010-02-10,20.991539001464844,21.179030419588443,20.879044436679884,21.0215383149787,48591300
2010-02-11,21.089040756225586,21.299030282970072,20.774055035662485,20.946546841330136,65993700
2010-02-12,20.9465389251709,21.04403382139303,20.684050685494018,20.856542425973235,81117200
2010-02-16,21.360952377319336,21.37602217696892,21.112306431641976,21.195187455444298,51935600
2010-02-17,21.541784286499023,21.586992245426543,21.368485912997617,21.496576327571507,45882900
2010-02-18,21.828107833862305,21.873317239365203,21.48151101448584,21.541788784687633,42856500
2010-02-19,21.677410125732422,21.790430744357636,21.61713236665663,21.692479924785154,44451800
2010-02-22,21.647274017333984,21.805504058625292,21.586996248540952,21.73015648835016,36707100
2010-02-23,21.345884323120117,21.72262072235424,21.165051023943974,21.609600090011067,52266200
2010-02-24,21.571922302246094,21.692479253803803,21.38355413131887,21.489041284289982,43165900
2010-02-25,21.549320220947266,21.586993282340607,21.11230609796268,21.300674279199747,48735300
2010-02-26,21.602066040039062,21.73769137904454,21.481510502508723,21.586996238563927,40370600
2010-03-01,21.86577606201172,21.888379321139638,21.496574645860797,21.677407904559107,43805400
2010-03-02,21.443836212158203,22.07675350905686,21.278072705688704,21.910990002587358,93123900
2010-03-03,21.443836212158203,21.556858287210765,21.360955177491146,21.481510716220853,48442100
2010-03-04,21.571922302246094,21.586992100832695,21.30067311336276,21.44383188853018,42890600
2010-03-05,21.541784286499023,21.609596943457856,21.413693871925137,21.594527144770314,56001800
2010-03-08,21.571922302246094,21.797964969639818,21.47397148570338,21.489041284289982,39414500
2010-03-09,21.70001792907715,21.933595551877815,21.51164971289719,21.51918461400064,50271600
2010-03-10,21.828107833862305,21.933595009566996,21.700017392541568,21.745226798044463,44891400
2010-03-11,21.986337661743164,21.99387256258591,21.737691682474143,21.767829848709734,35349700
2010-03-12,22.05414390563965,22.13702491648763,21.880845548161634,22.091816961740097,31700200
2010-03-15,22.069215774536133,22.12949353223601,21.858242904019008,21.986333318773134,37512000
2010-03-16,22.129497528076172,22.219913462384504,22.001407090193236,22.167170594515415,36723500
2010-03-17,22.32539939880371,22.506234143316604,22.152100992208844,22.227448562899987,50385700
2010-03-18,22.310331344604492,22.39321238009539,22.227448871978197,22.32539970924395,43845200
2010-03-19,22.29526138305664,22.52883756035142,22.114428074460484,22.423351822954174,81332100
2010-03-22,22.302791595458984,22.37813915081854,22.144561585490404,22.227444040099428,37718200
2010-03-23,22.513771057128906,22.528840861003612,22.15963928888694,22.295264649488082,42026600
2010-03-24,22.340465545654297,22.491160662384114,22.302792485039415,22.39320840536919,33987700
2010-03-25,22.611717224121094,23.033661558442073,22.453487200541222,22.47609190023412,73168700
2010-03-26,22.34800910949707,22.754885220131804,22.295266229333834,22.672002730083463,55595500
2010-03-29,22.29526138305664,22.468559790819366,22.26512177972292,22.385677318787025,33336000
2010-03-30,22.430891036987305,22.498703720392378,22.227452986772086,22.32540384217071,34954800
2010-03-31,22.069215774536133,22.393207823963532,21.978798419418762,22.332930066263657,63760000
2010-04-01,21.97126579284668,22.257586249390386,21.564391245567798,22.114426021118533,74768100
2010-04-05,22.05414390563965,22.17469940972305,21.87331064951455,21.948656761715448,34331200
2010-04-06,22.09182357788086,22.287726689969915,21.8356426956979,21.96373313678938,47366800
2010-04-07,22.114423751831055,22.272652326998536,21.956193739528473,21.97126353824969,58318800
2010-04-08,22.54390525817871,22.589113221825013,22.076751510049434,22.09182131030995,63713800
2010-04-09,22.860363006591797,22.913105868357924,22.528834599173727,22.566509098388963,54752500
2010-04-12,22.84528923034668,22.97337963111206,22.762406783635274,22.79254637776122,37068800
2010-04-13,22.943246841430664,22.98091990576633,22.70213434342243,22.717204144010807,41374600
2010-04-14,23.222030639648438,23.35765596876355,23.10147511090951,23.19942737621943,68941200
2010-04-15,23.259700775146484,23.31997852820286,23.139143831898743,23.22202628127688,52745400
2010-04-16,23.109004974365234,23.342581080745823,23.056262121679453,23.199422319780115,88703100
2010-04-19,23.387794494628906,23.546023079900948,23.176821610464323,23.184356510306117,64970300
2010-04-20,23.628902435302734,23.68918018897912,23.455602635989997,23.523415288517803,52199500
2010-04-21,23.606300354003906,23.73439077439877,23.530952794277194,23.606300354003906,55343100
2010-04-22,23.651506423950195,23.75699357398753,23.28230499165717,23.387792141694504,84847600
2010-04-23,23.327510833740234,23.794664474626444,23.09393473186459,23.448067771013225,126766600
2010-04-26,23.440540313720703,23.568630752921074,23.25217210531635,23.357657842139467,63649300
2010-04-27,23.24462890625,23.546017644674865,23.169281362360067,23.319976450139933,68730900
2010-04-28,23.289844512939453,23.35765718101646,23.071338144685484,23.297379413518605,64557900
2010-04-29,23.357654571533203,23.68164807456384,23.109008628740998,23.30491171050685,52665200
2010-04-30,23.011058807373047,23.41793335094275,22.995989007242812,23.41039845087763,63214800
