Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2010-01-04,15.590929985046387,15.659588082147069,15.528492591199758,15.595905030867366,78169752
2010-01-05,15.522272109985352,15.618044581526823,15.46132685353975,15.601626362292096,120067812
2010-01-06,15.130975723266602,15.5687901698331,15.083711841441998,15.5687901698331,158988852
2010-01-07,14.77873420715332,15.174260787437923,14.742665124072243,15.159334701622333,256315428
2010-01-08,14.975750923156738,15.006347264099675,14.65460262792647,14.726494312256403,188783028
2010-01-11,14.95311450958252,15.036448423049562,14.777241710294271,15.036448423049562,288227484
2010-01-12,14.688684463500977,14.879730774458634,14.626992188590338,14.867043838749717,193937868
2010-01-13,14.604354858398438,14.636444282656315,14.27624262833667,14.340670797933068,259604136
2010-01-14,14.673012733459473,14.781222827765083,14.49788694336904,14.525001323224219,169434396
2010-01-15,14.427985191345215,14.76530144273126,14.37922727868207,14.759827754870996,217162620
2010-01-19,14.617537498474121,14.687190029934259,14.335694730715623,14.457835507839329,172495332
2010-01-20,14.438183784484863,14.576741842119878,14.310820527770838,14.576741842119878,129897972
2010-01-21,14.502115249633789,14.597638403435765,14.235197598182953,14.513558423679516,252055692
2010-01-22,13.68195915222168,14.19415187947107,13.305089947775421,14.042410136507742,271743984
2010-01-25,13.432951927185059,13.678725640841987,13.321258923625773,13.596882912667182,176619204
2010-01-26,13.49315071105957,13.671759403708696,13.340662904557817,13.382454047220252,174045780
2010-01-27,13.485191345214844,13.623252665821125,13.31628435973252,13.464544145602078,158417424
2010-01-28,13.290910720825195,13.60708303476241,13.199118850455253,13.544644693063253,129034836
2010-01-29,13.182700157165527,13.457578064227105,13.074987764875065,13.395389045844691,165454380
2010-02-01,13.259317398071289,13.328721558923368,13.191655640754782,13.298621016452527,89941968
2010-02-02,13.212054252624512,13.30757740802779,13.124739733268203,13.30757740802779,163684152
2010-02-03,13.453349113464355,13.485190163962324,13.140162975201788,13.151108454809075,119844036
2010-02-04,13.104093551635742,13.383199502558933,13.073744634232806,13.358324273201369,134972892
2010-02-05,13.216283798217773,13.271259573949335,12.996630964376797,13.144392107495282,126113760
2010-02-08,13.270511627197266,13.482703773034345,13.222253304619006,13.246382465908136,107664228
2010-02-09,13.344392776489258,13.471010909495753,13.310312576724474,13.421507878855495,112671216
2010-02-10,13.294890403747559,13.377974990195737,13.126728558296472,13.285437058973175,106873020
2010-02-11,13.343398094177246,13.44514100469969,13.17175522085608,13.266780681912305,96303600
